Duration	Ch1	Ch2	Ch1+Ch2	Ch2+Ch3	Ch2+Ch6	Ch2+Ch4
1.018	3129.230	131520.030	717.218	466.683	32.422	22.597	NaN	NaN
1.012	3058.463	132899.889	713.246	438.617	25.685	12.842	NaN	NaN
1.013	3041.593	132435.705	712.009	450.314	30.613	19.751	NaN	NaN
1.006	3013.416	132501.857	720.556	442.272	30.810	17.890	NaN	NaN
1.002	3049.849	132608.067	699.360	449.945	22.946	16.960	NaN	NaN
1.007	2907.932	132392.850	715.309	411.303	38.746	19.870	NaN	NaN
1.008	3035.689	132390.138	705.121	456.196	28.760	25.785	NaN	NaN
1.023	3129.725	131664.450	729.161	443.752	42.029	29.323	NaN	NaN
1.000	2921.355	131594.926	691.847	438.903	30.993	21.995	NaN	NaN
1.002	2998.873	132516.056	706.321	464.895	23.943	22.945	NaN	NaN
1.002	3025.658	132339.853	690.325	429.957	25.937	25.937	NaN	NaN
1.011	3117.562	132110.648	755.653	421.346	25.716	21.760	NaN	NaN
1.002	3220.131	132129.127	721.238	475.837	33.917	22.944	NaN	NaN
1.020	3051.466	131709.049	716.551	434.243	29.407	17.644	NaN	NaN
1.002	3185.724	132338.727	744.300	484.892	37.913	18.957	NaN	NaN
1.003	3061.334	131437.976	757.608	414.691	20.934	24.921	NaN	NaN
1.025	3123.537	132322.419	733.802	430.328	29.274	35.129	NaN	NaN
1.016	3039.693	132078.981	736.299	422.289	20.671	18.703	NaN	NaN
1.003	3103.107	132178.788	731.140	424.919	37.904	21.944	NaN	NaN
1.004	3144.117	132455.125	748.694	410.189	35.842	32.855	NaN	NaN
1.006	3007.016	132346.494	696.069	442.501	34.803	30.826	NaN	NaN
1.014	3024.418	132377.430	709.772	466.281	28.588	20.702	NaN	NaN
1.010	2908.265	132076.016	666.415	434.705	17.824	25.746	NaN	NaN
1.009	3088.247	132587.544	743.082	408.199	22.788	22.788	NaN	NaN
1.014	3030.506	132593.781	729.767	436.874	17.751	25.640	NaN	NaN
1.020	3106.164	132591.724	735.129	450.879	32.346	21.564	NaN	NaN
1.003	3127.055	131834.064	700.221	463.822	19.949	30.921	NaN	NaN
1.006	3060.546	132420.813	718.900	455.403	29.830	20.881	NaN	NaN
1.019	2965.867	131442.931	672.054	423.835	21.584	30.414	NaN	NaN
1.005	2930.235	131785.959	690.521	435.804	33.830	26.865	NaN	NaN
1.001	2987.129	132383.757	704.323	436.580	30.970	24.976	NaN	NaN
1.009	2915.747	132197.061	691.015	415.402	29.742	23.794	NaN	NaN
1.000	2951.783	131631.724	683.718	426.824	26.989	31.987	NaN	NaN
1.022	2911.542	132060.953	679.718	420.545	24.450	21.516	NaN	NaN
1.013	2867.145	131536.319	657.321	434.266	31.583	20.726	NaN	NaN
1.010	2940.291	132314.072	681.878	434.462	23.752	29.690	NaN	NaN
1.004	2979.958	131615.122	691.207	459.145	27.887	21.911	NaN	NaN
1.008	3092.479	132304.147	725.017	436.399	31.738	24.795	NaN	NaN
1.008	3103.699	132223.531	707.009	474.975	31.731	23.798	NaN	NaN
1.019	2866.612	132536.174	652.395	430.679	24.526	21.583	NaN	NaN
1.004	3081.288	132228.400	747.160	445.307	29.886	16.936	NaN	NaN
1.009	3227.465	132174.491	733.064	490.361	31.700	27.738	NaN	NaN
1.005	3059.038	132667.112	699.578	437.858	23.883	24.878	NaN	NaN
1.008	3147.817	132040.590	741.305	422.752	24.809	25.802	NaN	NaN
1.010	3004.857	131449.117	677.430	465.485	24.760	26.741	NaN	NaN
1.001	3117.138	131845.963	704.353	436.599	31.971	29.972	NaN	NaN
1.013	2963.066	131708.820	692.139	424.565	33.570	17.772	NaN	NaN
1.012	3067.333	132202.542	685.581	472.201	31.612	15.806	NaN	NaN
1.006	3117.179	131645.372	732.810	432.527	26.847	21.875	NaN	NaN
1.011	2977.329	131317.108	697.579	421.516	22.758	27.705	NaN	NaN
1.021	3018.083	132113.122	698.213	446.543	32.316	15.668	NaN	NaN
